id,title,authors,subjects,bookshelves,languages,download_count,media_type,copyright
64856,The Fireless Locomotive,Anonymous,Corliss steam-engine; Steam locomotives -- History,Category: Engineering & Technology; Category: History - American,en,315,Text,False
66563,The Red Man's Rebuke,"Pokagon, Simon","Indians of North America; Indians of North America -- Government relations; Indians of North America -- Treaties; Indians, Treatment of -- United States; Pokagon, Simon, 1830-1899; World's Columbian Exposition (1893 : Chicago, Ill.)","Category: Essays, Letters & Speeches; Category: History - American",en,315,Text,False
67198,"Constantino Brumidi, Michelangelo of the United States Capitol","Murdock, Myrtle Cheney","Brumidi, Constantino, 1805-1880",Category: Art; Category: Biographies; Category: History - American,en,315,Text,False
68843,The quest for Santa Claus,"Atkinson, Frank",Christmas plays; England -- Drama,Category: Children & Young Adult Reading; Category: Plays/Films/Dramas,en,315,Text,False
72557,"The life and times of John Kelly, tribune of the people","McLaughlin, J. Fairfax (James Fairfax)","Democratic Party (N.Y.); Kelly, John, 1821-1886; New York (N.Y.) -- Politics and government; United States -- Politics and government -- 1853-1857; United States -- Politics and government -- 1857-1861",Category: Biographies; Category: History - American; Category: Politics,en,315,Text,False
72863,The pennant,"Tomlinson, Everett T. (Everett Titsworth)",Baseball stories; Boarding schools -- Juvenile fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Novels,en,315,Text,False
73736,"Robert Merry's Museum, Volumes V-VI (1843)",Various,Children's literature -- Periodicals,Category: Children & Young Adult Reading,en,315,Text,False
74217,The Bobbsey twins keeping house,"Hope, Laura Lee",Families -- Juvenile fiction; Housekeeping -- Juvenile fiction; Siblings -- Juvenile fiction; Twins -- Juvenile fiction,Category: Children & Young Adult Reading; Category: Novels,en,315,Text,False
75780,William—the good,"Crompton, Richmal","Boys -- Juvenile fiction; Children's stories, English; Humorous stories, English; William (Fictitious character from Crompton) -- Juvenile fiction",Category: British Literature; Category: Children & Young Adult Reading; Category: Humour; Category: Short Stories,en,315,Text,False
1379,"A Straight Deal; Or, The Ancient Grudge","Wister, Owen",Great Britain -- Relations -- United States; United States -- Relations -- Great Britain,Category: History - American; Category: History - British; Category: History - Modern (1750+); Category: Politics,en,314,Text,False
3492,Homespun Tales,"Wiggin, Kate Douglas Smith","Short stories, American",Category: American Literature; Category: Short Stories; Children's Literature,en,314,Text,False
5030,State of the Union Addresses,"Harrison, Benjamin",Presidents -- United States -- Messages; United States -- Politics and government -- Sources,"Category: Essays, Letters & Speeches; Category: History - American; Category: Politics",en,314,Text,False
6874,Canada and the States,"Watkin, E. W. (Edward William), Sir",Canada -- Description and travel; Canada -- History; United States -- Description and travel,Category: History - American; Category: History - British; Category: History - Modern (1750+); Category: Travel Writing,en,314,Text,False
9477,Spalding's Baseball Guide and Official League Book for 1889,,Baseball -- Periodicals,Category: Encyclopedias/Dictionaries/Reference; Category: History - American; Category: Sports/Hobbies,en,314,Text,False
18676,Our Navy in the War,"Perry, Lawrence","United States. Navy; World War, 1914-1918 -- Naval operations",Category: History - American; Category: History - Modern (1750+); Category: History - Warfare,en,314,Text,False
18790,The Insect Folk,"Morley, Margaret Warner",Insects -- Juvenile literature,Animals-Wild-Insects; Category: Children & Young Adult Reading; Category: Nature/Gardening/Animals; Children's Instructional Books,en,314,Text,False
18891,Dot and the Kangaroo,"Pedley, Ethel C.",Animals -- Australia -- Juvenile fiction; Kangaroos -- Juvenile fiction,Australia; Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,314,Text,False
23622,About Peggy Saville,"Vaizey, George de Horne, Mrs.",Young women -- Conduct of life -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Novels,en,314,Text,False
25538,"Four American Indians: King Philip, Pontiac, Tecumseh, Osceola","Whitney, Edson Leone, Perry, F. M. (Frances Melville)","Osceola, Seminole chief, 1804-1838; Philip, Sachem of the Wampanoags, -1676; Pontiac, Ottawa Chief, -1769; Tecumseh, Shawnee chief, 1768-1813",Category: Biographies; Category: History - American,en,314,Text,False
27211,Jerry's Charge Account,"Wilson, Hazel Hutchins",Boys -- Juvenile fiction; Charge accounts -- Juvenile fiction; Families -- Juvenile fiction; Grocery shopping -- Juvenile fiction,Category: Children & Young Adult Reading; Category: Humour; Category: Novels,en,314,Text,False
27779,Solomon Crow's Christmas Pockets and Other Tales,"Stuart, Ruth McEnery",Christmas stories; Louisiana -- Social life and customs -- Fiction; New Orleans (La.) -- Fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Short Stories,en,314,Text,False
30258,The Fighting Governor: A Chronicle of Frontenac,"Colby, Charles W. (Charles William)","Canada -- History -- To 1763 (New France); Frontenac, Louis de Buade, comte de, 1620-1698",Category: Biographies; Category: History - American; Category: History - Modern (1750+); Category: History - Warfare,en,314,Text,False
30376,The snow-image: a childish miracle,"Hawthorne, Nathaniel",Children's stories; Fantasy literature,Category: American Literature; Category: Children & Young Adult Reading; Category: Short Stories,en,314,Text,False
30837,A City Schoolgirl and Her Friends,"Baldwin, May",Great Britain -- Juvenile fiction; Love stories; Sisters -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Novels,en,314,Text,False
35543,My Little Boy,"Ewald, Carl",Denmark -- Fiction; Fathers and sons -- Fiction,Category: Children & Young Adult Reading; Category: Parenthood & Family Relations,en,314,Text,False
42567,William Penn,"Holland, Rupert Sargent","Penn, William, 1644-1718",Category: Biographies; Category: History - American; Category: History - British; Category: History - Early Modern (c. 1450-1750); Category: History - Religious,en,314,Text,False
45845,Our Little Russian Cousin,"Wade, Mary Hazelton Blanchard",Children -- Russia -- Juvenile literature,Category: Children & Young Adult Reading; Category: Russian Literature,en,314,Text,False
52038,The Invasion of America: a fact story based on the inexorable mathematics of war,"Muller, J. W. (Julius Washington)",Imaginary wars and battles; United States -- Defenses,Category: History - American; Category: History - Modern (1750+); Category: History - Warfare; Category: Politics,en,314,Text,False
53758,Down South,"Hardy, Duffus, Lady",Southern States -- Description and travel,Category: History - American; Category: Travel Writing,en,314,Text,False
56231,"The ""B. O. W. C."": A Book For Boys: Illustrated","De Mille, James",Adventure stories; Boarding school students -- Juvenile fiction; Camping -- Juvenile fiction; Cooperativeness -- Juvenile fiction; Grand Pré (N.S.) -- Juvenile fiction; Sailing -- Juvenile fiction; Schools -- Juvenile fiction; Survival skills -- Juvenile fiction; Voyages and travels -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,314,Text,False
58466,"Observations of an Illinois Boy in Battle, Camp and Prisons—1861 to 1865","Eby, Henry Harrison","United States -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865 -- Prisoners and prisons; United States. Army. Illinois Cavalry Regiment, 7th (1861-1865)",Category: Biographies; Category: History - American; Category: History - Warfare,en,314,Text,False
58687,Index of the Project Gutenberg Works of Joel Chandler Harris,"Harris, Joel Chandler",Indexes,"Category: American Literature; Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore",en,314,Text,False
60409,"The Life of Gen. Thos. J. Jackson, ""Stonewall"": For the Young (Fourth Reader Grade), in Easy Words","Williamson, Mary L. (Mary Lynn)","Generals -- Confederate States of America -- Biography -- Juvenile literature; Jackson, Stonewall, 1824-1863 -- Juvenile literature; United States -- History -- Civil War, 1861-1865 -- Biography -- Juvenile literature",Category: Biographies; Category: Children & Young Adult Reading; Category: History - American; Category: History - Warfare,en,314,Text,False
62683,"The Camp Fire Boys at Log Cabin Bend; Or, Four Chums Afoot in the Tall Timber","Rathborne, St. George, Wrenn, Charles L. (Charles Lewis)",Camping -- Juvenile fiction; Mystery fiction; Teenage boys -- Fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,314,Text,False
65365,The Story of a Needle,A. L. O. E.,Children -- Conduct of life -- Juvenile fiction; Conduct of life -- Juvenile fiction; Families -- Juvenile fiction; Filial piety -- Juvenile fiction; Needlework -- Juvenile fiction; Pins and needles -- Juvenile fiction; Siblings -- Juvenile fiction,Category: Children & Young Adult Reading; Category: Novels,en,314,Text,False
68725,Snap: A legend of the Lone Mountain,"Phillipps-Wolley, Clive",Canadian Rockies (B.C. and Alta.) -- Fiction; English fiction -- 19th century; Mountaineering -- Fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Novels; Category: Sports/Hobbies,en,314,Text,False
68984,Helps and hints for Hallowe'en,"Smith, Laura Rountree",Halloween,Category: Children & Young Adult Reading; Category: How To ...; Category: Plays/Films/Dramas,en,314,Text,False
74904,A real Cinderella,"Rhoades, Nina",Girls -- Juvenile fiction; New York (N.Y.) -- Juvenile fiction; Orphans -- Juvenile fiction; Siblings -- Juvenile fiction,Category: Children & Young Adult Reading; Category: Novels,en,314,Text,False
75322,Tom Swift and his house on wheels : $b A trip to the mountain of mystery,"Appleton, Victor","Adventure stories; Motor homes -- Juvenile fiction; Swift, Tom (Fictitious character) -- Juvenile fiction",Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,314,Text,False
4960,"On Picket Duty, and Other Tales","Alcott, Louisa May","Short stories, American",Category: American Literature; Category: History - American; Category: History - Warfare; Category: Short Stories,en,313,Text,False
5041,State of the Union Addresses,"Kennedy, John F. (John Fitzgerald)",Presidents -- United States -- Messages; United States -- Politics and government -- Sources,"Category: American Literature; Category: Essays, Letters & Speeches; Category: History - American; Category: Politics",en,313,Text,False
9542,Graded Poetry: Seventh Year,,Readers -- Poetry,Category: Children & Young Adult Reading; Category: Poetry; Children's Instructional Books,en,313,Text,False
15394,"American Eloquence, Volume 4: Studies In American Political History (1897)",,"Speeches, addresses, etc., American; United States -- History; United States -- Politics and government","Category: Essays, Letters & Speeches; Category: History - American; Category: Politics",en,313,Text,False
17409,"St. Nicholas Magazine for Boys and Girls, Vol. 5, September 1878, No. 11",Various,"Children's literature -- Periodicals; Children's periodicals, American",Category: Adventure; Category: Children & Young Adult Reading; Category: Poetry; Category: Short Stories; St. Nicholas Magazine for Boys and Girls,en,313,Text,False
18505,A Popular Schoolgirl,"Brazil, Angela",Schools -- Fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Novels; Children's Fiction; School Stories,en,313,Text,False
20565,"The Continental Monthly, Vol. 6, No 2,  August, 1864: Devoted to Literature and National Policy",Various,"Literature, Modern -- 19th century -- Periodicals; United States -- Politics and government -- 19th century -- Periodicals","Category: American Literature; Category: Essays, Letters & Speeches; Category: History - American; Category: History - Modern (1750+); Category: Journals; Category: Politics; Category: Religion/Spirituality; Category: Teaching & Education; Continental Monthly",en,313,Text,False
20698,The Story of Glass,"Bassett, Sara Ware",Glass manufacture -- Juvenile literature,Category: American Literature; Category: Novels; Children's Instructional Books; Manufacturing; Technology,en,313,Text,False
21125,The Boy Patriot,"Ellis, Edward Sylvester","United States -- History -- Revolution, 1775-1783 -- Juvenile fiction",Category: American Literature; Category: Children & Young Adult Reading; Category: Historical Novels; Category: Novels; Children's Fiction,en,313,Text,False
22265,Frank Merriwell's Cruise,"Standish, Burt L.",Yachting -- Juvenile fiction,Category: Adventure; Category: American Literature; Category: Novels; Children's Book Series,en,313,Text,False
24972,Reminiscences of Forts Sumter and Moultrie in 1860-'61,"Doubleday, Abner","Doubleday, Abner, 1819-1893; Fort Moultrie (S.C.) -- History; Fort Sumter (Charleston, S.C.) -- History; South Carolina -- History -- Civil War, 1861-1865; United States -- History -- Civil War, 1861-1865 -- Personal narratives",Category: History - American; Category: History - Warfare; US Civil War,en,313,Text,False
25405,Honey-Bee: 1911,"France, Anatole",Dwarfs -- Juvenile fiction; Fairies -- Juvenile fiction; Fairy tales; Kings and rulers -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: French Literature; Category: Science-Fiction & Fantasy; Nobel Prizes in Literature,en,313,Text,False
26632,The Bounty of the Chesapeake: Fishing in Colonial Virginia,"Wharton, James",Chesapeake Bay (Md. and Va.); Fisheries -- Virginia; Fishing -- Virginia,Category: History - American; Category: History - Early Modern (c. 1450-1750); Category: History - Other,en,313,Text,False
27162,A Little Country Girl,"Coolidge, Susan",Conduct of life -- Juvenile fiction; Cousins -- Juvenile fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Novels,en,313,Text,False
29067,Hurlbut's Bible Lessons for Boys and Girls,"Hurlbut, Jesse Lyman",Bible -- Study and teaching,Category: Children & Young Adult Reading; Category: Religion/Spirituality; Category: Teaching & Education,en,313,Text,False
31092,Hero Stories from American History: For Elementary Schools,"Blaisdell, Albert F. (Albert Franklin), Ball, Francis Kingsley",United States -- History,Category: Children & Young Adult Reading; Category: History - American,en,313,Text,False
31483,The First Little Pet Book with Ten Short Stories in Words of Three and Four Letters,"Fanny, Aunt",Children -- Conduct of life -- Juvenile fiction; Children's stories,Category: Children & Young Adult Reading; Category: Short Stories,en,313,Text,False
32892,Women of America: Woman: In all ages and in all countries Vol. 10 (of 10),"Larus, John Ruse",Women -- America -- History; Women -- United States -- History,Category: Gender & Sexuality Studies; Category: History - American; Category: History - Other,en,313,Text,False
35427,The Raid of John Brown at Harper's Ferry as I Saw It,"Leech, Samuel V.","Harpers Ferry (W. Va.) -- History -- John Brown's Raid, 1859",Category: History - American; US Civil War,en,313,Text,False
35730,Peggy Parsons at Prep School,"Sharp, Annabel",Boarding schools -- Juvenile fiction; Charity -- Juvenile fiction; Friendship -- Juvenile fiction; Girls -- Juvenile fiction; Mystery fiction,Category: Children & Young Adult Reading; Category: Novels,en,313,Text,False
36023,E. P. Roe: Reminiscences of his Life,"Roe, Mary A. (Mary Abigail)","Roe, Edward Payson, 1838-1888",Category: Biographies; Category: History - American,en,313,Text,False
36684,Molly Brown's Freshman Days,"Speed, Nell",College freshmen -- Juvenile fiction; College stories; Interpersonal relations -- Fiction; Young women -- Social life and customs -- Juvenile fiction,Category: Children & Young Adult Reading; Category: Novels,en,313,Text,False
37529,The Adventures of Puss in Boots: Marks's Edition,Anonymous,Cats -- Juvenile poetry; Fairy tales -- Juvenile poetry,"Animals-Domestic; Category: Adventure; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: History - Early Modern (c. 1450-1750); Category: Mythology, Legends & Folklore",en,313,Text,False
37589,Through Magic Glasses and Other Lectures: A Sequel to The Fairyland of Science,"Buckley, Arabella B. (Arabella Burton)",Natural history -- Juvenile literature; Physical sciences -- Juvenile literature; Science -- History -- Juvenile literature; Science -- Juvenile literature,Category: Children & Young Adult Reading; Category: Science - Biology; Category: Science - Physics,en,313,Text,False
40598,"Children of Christmas, and Others","Thomas, Edith Matilda",American poetry; Christmas -- Poetry,Category: Children & Young Adult Reading; Category: Poetry,en,313,Text,False
48110,Ferdinand Vandiveer Hayden and the Founding of the Yellowstone National Park,Geological Survey (U.S.),"Hayden, F. V. (Ferdinand Vandeveer), 1829-1887; Yellowstone National Park",Category: Archaeology & Anthropology; Category: History - American; Category: History - Early Modern (c. 1450-1750); Category: History - Modern (1750+),en,313,Text,False
50994,The Cambridge Book of Poetry for Children: Parts 1 and 2,,Children's poetry,Category: Children & Young Adult Reading; Category: Poetry,en,313,Text,False
55561,Fort Ticonderoga: A Short History,"Pell, Stephen H. P.",Fort Ticonderoga (N.Y.) -- History,Category: History - American; Category: History - Modern (1750+); Category: History - Warfare,en,313,Text,False
55931,California Missions: A Guide to the Historic Trails of the Padres,"Brown, Karl F. (Karl Frederick)","Missions, Spanish -- California",Category: Architecture; Category: History - American; Category: History - Religious; Category: Travel Writing,en,313,Text,False
58950,The Tale of the Spinning Wheel,"Buel, Elizabeth C. Barney (Elizabeth Cynthia Barney)",Spinning,Category: History - American; Category: History - Ancient; Category: History - Other; Category: Parenthood & Family Relations,en,313,Text,False
60299,Team-Mates,"Barbour, Ralph Henry",Football -- Juvenile fiction; Schools -- Juvenile fiction,Category: Children & Young Adult Reading; Category: Novels,en,313,Text,False
62769,"The Radio Boys with the Forest Rangers; Or, The great fire on Spruce Mountain","Chapman, Allen",Forest rangers -- Juvenile fiction; Radio -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,313,Text,False
65753,Earl Russell and the Slave Power,"Union and Emancipation Society (Manchester, England)","Russell, John Russell, Earl, 1792-1878; United States -- History -- Civil War, 1861-1865 -- Participation, British",Category: History - American; Category: History - British; Category: History - Modern (1750+); Category: History - Warfare; Category: Politics,en,313,Text,False
65890,The Death of Captain Wells,"Public Library of Fort Wayne and Allen County, Dougall, Allan H.","Wells, William, 1770-1812",Category: History - American; Category: History - Warfare,en,313,Text,False
67106,"Youth, Vol. I, No. 7, September 1902: An Illustrated Monthly Journal for Boys & Girls",Various,Children's literature -- Periodicals,Category: Adventure; Category: Children & Young Adult Reading; Category: Historical Novels; Category: History - American; Category: Journals,en,313,Text,False
69727,"The land of gold; or, Three years in California","Colton, Walter",California -- Gold discoveries; California -- History -- 1846-1850,Category: Biographies; Category: History - American; Category: History - Modern (1750+); Category: Travel Writing,en,313,Text,False
70447,The Nantucket Indians,"Douglas-Lithgow, R. A. (Robert Alexander)",Indians of North America -- Massachusetts; Nantucket Island (Mass.) -- History,"Category: History - American; Category: History - Other; Category: Mythology, Legends & Folklore",en,313,Text,False
72775,"Clinton : $b or, boy-life in the country","Aimwell, Walter",Boys -- Conduct of life -- Juvenile fiction; Conduct of life -- Juvenile fiction; Country life -- Juvenile fiction; Obedience -- Juvenile fiction; Reformatories -- Juvenile fiction; Theft -- Juvenile fiction; Truthfulness and falsehood -- Juvenile fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Novels,en,313,Text,False
7768,The Adventures of Ulysses,"Lamb, Charles","Homer. Odyssey -- Adaptations; Odysseus, King of Ithaca (Mythological character) -- Juvenile literature","Category: Adventure; Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore",en,312,Text,False
8155,Colonel Thorndyke's Secret,"Henty, G. A. (George Alfred)",Detective and mystery stories; Hindus -- England -- Fiction; India -- Social life and customs -- Fiction,Category: Adventure; Category: British Literature; Category: Historical Novels; Children's Fiction,en,312,Text,False
12486,"Indian Nullification of the Unconstitutional Laws of Massachusetts Relative to the Marshpee Tribe: Or, the Pretended Riot Explained","Apess, William","Indians of North America -- Legal status, laws, etc.; Mashpee Indians -- Land tenure; Mashpee Indians -- Legal status, laws, etc.",Category: Biographies; Category: History - American; Category: History - Other; Native America,en,312,Text,False
12541,The American Indian as Participant in the Civil War,"Abel, Annie Heloise","Indians of North America -- History -- Civil War, 1861-1865; Indians of North America -- Indian Territory -- History; United States -- History -- Civil War, 1861-1865 -- Participation, Indian",Category: History - American; Category: History - Warfare; Native America; US Civil War,en,312,Text,False
17374,"Bank of the Manhattan Company, Chartered 1799: A Progressive Commercial Bank",Anonymous,Bank of the Manhattan Company -- History; Banks and banking -- New York (State) -- New York -- History,Category: Business/Management; Category: History - American; Category: History - Modern (1750+),en,312,Text,False
17864,Memories of Childhood's Slavery Days,"Burton, Annie L.","Burton, Annie L., 1858?-; Enslaved persons -- United States -- Biography; Enslaved persons' writings, American; Slavery -- United States",Category: Biographies; Category: History - American; Category: History - Modern (1750+); Category: Parenthood & Family Relations,en,312,Text,False
19016,"Dave Porter at Star Ranch; Or, The Cowboy's Secret","Stratemeyer, Edward",Cowboys -- Juvenile fiction; Ranch life -- Juvenile fiction; West (U.S.) -- Juvenile fiction,Category: Adventure; Category: American Literature; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
19258,Tom Swift and the Electronic Hydrolung,"Appleton, Victor, II","Science fiction; Swift, Tom (Fictitious character) -- Juvenile fiction",Category: Adventure; Category: American Literature; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy,en,312,Text,False
22029,Spool Knitting,"McCormack, Mary A.",Spool knitting -- Juvenile literature,Category: Children & Young Adult Reading; Category: How To ...; Crafts; Technology,en,312,Text,False
25893,Beatrice Leigh at College: A Story for Girls,"Schwartz, Julia Augusta",College stories; Young women -- Juvenile fiction,Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
27012,"The Farmer Boy, and How He Became Commander-In-Chief","Heady, Morrison","Washington, George, 1732-1799",Category: Biographies; Category: Children & Young Adult Reading; Category: History - American,en,312,Text,False
27343,Fireside Stories for Girls in Their Teens,"Eggleston, Margaret W. (Margaret White)",Girls -- Conduct of life -- Juvenile fiction; Short stories,Category: Children & Young Adult Reading; Category: Short Stories,en,312,Text,False
34497,The Boy With the U. S. Survey,"Rolt-Wheeler, Francis",Geological Survey (U.S.) -- Juvenile fiction,Category: Adventure; Category: American Literature; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
36485,"The Camp Fire Girls on the Open Road; Or, Glorify Work","Frey, Hildegard G.","Camp Fire Girls -- Juvenile fiction; Occupations -- Juvenile fiction; World War, 1914-1918 -- Juvenile fiction",Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
39063,"The Motor Girls in the Mountains; or, The Gypsy Girl's Secret","Penrose, Margaret",Automobiles -- Juvenile fiction; Girls -- Societies and clubs -- Juvenile fiction; Mystery and detective stories; Romanies -- Juvenile fiction,"Category: Adventure; Category: Children & Young Adult Reading; Category: Crime, Thrillers and Mystery; Category: Novels",en,312,Text,False
39549,The Carved Lions,"Molesworth, Mrs.",Children -- Conduct of life -- Juvenile fiction; Conduct of life -- Juvenile fiction; Dreams -- Juvenile fiction; Fantasy literature; Friendship -- Juvenile fiction; Loneliness -- Juvenile fiction; Parent and child -- Juvenile fiction; Siblings -- Juvenile fiction; Students -- Juvenile fiction; Teacher-student relationships -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
42102,The Boy Scouts' Mountain Camp,"Goldfrap, John Henry",Boats and boating -- Juvenile fiction; Boy Scouts of America -- Juvenile fiction; Long Island (N.Y.) -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
43138,Three Girls from School,"Meade, L. T.",Boarding schools -- England -- Juvenile fiction; Girls -- Conduct of life -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
43637,Our Little Roumanian Cousin,"Winlow, Clara Vostrovsky",Children -- Romania -- Juvenile literature,Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
44629,The Seashore Book: Bob and Betty's Summer with Captain Hawes,"Smith, E. Boyd (Elmer Boyd)",Boats and boating -- Juvenile fiction; Sea stories; Seas -- Juvenile fiction; Seashore -- Juvenile fiction; Ships -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading,en,312,Text,False
46872,"The Putnam Hall Rivals; or, Fun and Sport Afloat and Ashore","Stratemeyer, Edward",Boarding schools -- Juvenile fiction; Bullying -- Juvenile fiction; Military education -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
46946,"Aztec Ruins National Monument, New Mexico","Corbett, John M. (John Maxwell)",Aztec Ruins National Monument (N.M.),Category: Archaeology & Anthropology; Category: History - American,en,312,Text,False
47451,"The Putnam Hall Rebellion; or, The Rival Runaways","Stratemeyer, Edward",Boarding schools -- Juvenile fiction; Military education -- Juvenile fiction; School discipline -- Juvenile fiction; Schools -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
49842,The Rise and Fall of Anarchy in America: From its Incipient Stage to the First Bomb Thrown in Chicago,"McLean, George N.","Anarchists -- United States; Haymarket Square Riot, Chicago, Ill., 1886",Category: History - American; Category: History - Modern (1750+); Category: Law & Criminology,en,312,Text,False
54971,The S. P. Mystery,"Grove, Harriet Pyne",Amnesia -- Juvenile fiction; Bird watching -- Juvenile fiction; Camping -- Juvenile fiction; Competition -- Juvenile fiction; Girls -- Societies and clubs -- Juvenile fiction; Mystery and detective stories; Reunions -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
55143,The Story of the Mince Pie,"Gates, Josephine Scribner",Children's stories; Christmas stories,Category: Children & Young Adult Reading; Christmas,en,312,Text,False
56798,The Young Salesman,"Alger, Horatio, Jr.",Bildungsromans; City and town life -- Juvenile fiction; New York (N.Y.) -- Juvenile fiction; Orphans -- Juvenile fiction; Success -- Juvenile fiction; Theft -- Juvenile fiction; Traveling sales personnel -- Juvenile fiction; Uncles -- Juvenile fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
57625,"The New Man: Twenty-nine years a slave, twenty-nine years a free man","Bruce, Henry Clay","African Americans -- History -- 1877-1964; Bruce, Henry Clay, 1836-1902; Enslaved persons -- United States -- Biography; Freed persons -- United States -- Biography; Kansas -- History -- Civil War, 1861-1865; Missouri -- History -- Civil War, 1861-1865; Slavery -- Missouri",Category: Biographies; Category: History - American; Category: History - Modern (1750+); Category: History - Other,en,312,Text,False
60074,The Mysterious Stranger and Other Cartoons,"McCutcheon, John T. (John Tinney)","American wit and humor, Pictorial",Category: Art; Category: History - American; Category: Humour,en,312,Text,False
61163,The Wallypug of Why,"Farrow, G. E. (George Edward)","Carroll, Lewis, 1832-1898 -- Parodies, imitations, etc.; Children's stories; Fantasy fiction; Girls -- Juvenile fiction; Imaginary places -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Nonsense verses; Wit and humor, Juvenile",Category: British Literature; Category: Children & Young Adult Reading; Category: Humour; Category: Science-Fiction & Fantasy,en,312,Text,False
62633,The Catalpa Expedition,"Pease, Zeph. W. (Zephaniah Walter)",Catalpa (Bark); Escapes -- Australia -- Fremantle (W.A.) -- History -- 19th century; Fenians; Fremantle (W.A.) -- History; Irish -- Australia -- Fremantle (W.A.) -- History -- 19th century; Penal colonies -- Australia -- Fremantle (W.A.); Political prisoners -- Australia -- Fremantle (W.A.),Category: History - American; Category: History - British; Category: History - European; Category: History - Modern (1750+),en,312,Text,False
63785,A Nation in the Loom: The Scandinavian Fibre in Our Social Fabric: An Address by Rev. R. A. Jernberg,"Jernberg, R. A. (Reinert August)",Scandinavians -- United States,Category: History - American; Category: History - Religious; Category: Sociology,en,312,Text,False
65237,The Secret Play,"Barbour, Ralph Henry",Football -- Juvenile fiction; Football stories,Category: American Literature; Category: Children & Young Adult Reading; Category: Novels; Category: Sports/Hobbies,en,312,Text,False
67723,"Whistler; or, The Manly Boy","Aimwell, Walter",Accidents -- Juvenile fiction; Country life -- Juvenile fiction; Courage -- Juvenile fiction; Cousins -- Juvenile fiction; Farms -- Juvenile fiction; Nature stories,Category: American Literature; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
68232,The story of the Thirty-Third N. Y. S. Vols: or two years campaigning in Virginia and Maryland,"Judd, David Wright","United States -- History -- Civil War, 1861-1865 -- Regimental histories; United States. Army. New York Infantry Regiment, 33rd (1861-1863)",Category: History - American; Category: History - Warfare,en,312,Text,False
70331,"Educational laws of Virginia : $b The personal narrative of Mrs. Margaret Douglass, a southern woman, who was imprisoned for one month in the common jail of Norfolk, under the laws of Virginia, for the crime of teaching free colored children to read","Douglass, Margaret Crittenden","African Americans -- Education -- Virginia; Douglass, Margaret Crittenden, 1822-",Category: Biographies; Category: History - American; Category: Law & Criminology; Category: Teaching & Education,en,312,Text,False
70735,The dead towns of Georgia,"Jones, Charles C., Jr. (Charles Colcock)","Extinct cities -- Georgia; Georgia -- History -- Colonial period, ca. 1600-1775",Category: History - American,en,312,Text,False
72186,Westy Martin on the Santa Fe Trail,"Fitzhugh, Percy Keese",Boy Scouts of America -- Juvenile fiction; Santa Fe National Historic Trail -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,312,Text,False
73964,"The golden heart, and other fairy stories","Jacob, Violet",Children's stories; Fairy tales; Fantasy literature,"Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore",en,312,Text,False
